timestamp,Modesto_kWh,airTemperature,dewTemperature,windSpeed,hour,day_of_week,is_weekend,month
2016-04-07 04:00:00,919.9961,4.9,1.5,4.1,4,3,0,4
2016-04-07 05:00:00,919.9961,5.2,2.3,3.6,5,3,0,4
2016-04-07 06:00:00,919.9961,5.6,2.4,5.1,6,3,0,4
2016-04-07 07:00:00,919.9961,6.1,2.6,5.7,7,3,0,4
2016-04-07 08:00:00,919.9961,7.6,2.8,7.2,8,3,0,4
2016-04-07 09:00:00,919.9961,7.9,3.5,7.7,9,3,0,4
2016-04-07 10:00:00,919.9961,7.5,4.4,7.7,10,3,0,4
2016-04-07 11:00:00,919.9961,8.3,5.2,7.2,11,3,0,4
2016-04-07 12:00:00,919.9961,7.8,6.0,6.7,12,3,0,4
2016-04-07 13:00:00,919.9961,7.6,6.4,6.2,13,3,0,4
2016-04-07 14:00:00,919.9961,9.8,7.3,4.6,14,3,0,4
2016-04-07 16:00:00,919.9961,8.8,5.9,6.2,16,3,0,4
2016-04-07 17:00:00,919.9961,9.4,6.5,6.2,17,3,0,4
2016-04-07 18:00:00,919.9961,8.2,6.0,4.1,18,3,0,4
2016-04-07 19:00:00,919.9961,8.3,6.5,2.6,19,3,0,4
2016-04-07 20:00:00,919.9961,6.9,6.0,2.6,20,3,0,4
2016-04-07 21:00:00,919.9961,7.5,6.3,4.6,21,3,0,4
2016-04-07 22:00:00,919.9961,7.8,6.2,4.6,22,3,0,4
2016-04-07 23:00:00,919.9961,6.3,5.4,3.1,23,3,0,4
2016-04-08 00:00:00,919.9961,5.9,5.0,2.1,0,4,0,4
2016-04-08 01:00:00,919.9961,5.5,4.6,3.1,1,4,0,4
2016-04-08 02:00:00,919.9961,4.8,4.3,3.1,2,4,0,4
2016-04-08 03:00:00,919.9961,4.7,4.4,2.6,3,4,0,4
2016-04-08 04:00:00,919.9961,4.5,4.2,2.6,4,4,0,4
2016-04-08 05:00:00,919.9961,5.4,5.1,2.1,5,4,0,4
2016-04-08 06:00:00,919.9961,5.5,5.1,2.6,6,4,0,4
2016-04-08 07:00:00,919.9961,6.5,6.3,2.1,7,4,0,4
2016-04-08 08:00:00,919.9961,7.7,6.4,2.6,8,4,0,4
2016-04-08 09:00:00,919.9961,9.2,7.0,2.1,9,4,0,4
2016-04-08 10:00:00,919.9961,10.1,6.5,3.1,10,4,0,4
2016-04-08 11:00:00,919.9961,11.2,6.0,2.6,11,4,0,4
2016-04-08 12:00:00,919.9961,11.4,6.0,1.5,12,4,0,4
2016-04-08 13:00:00,919.9961,12.2,5.0,1.0,13,4,0,4
2016-04-08 14:00:00,919.9961,13.3,5.4,3.1,14,4,0,4
2016-04-08 15:00:00,919.9961,13.9,5.2,3.6,15,4,0,4
2016-04-08 16:00:00,919.9961,12.3,5.0,4.6,16,4,0,4
2016-04-08 17:00:00,919.9961,11.7,5.0,4.1,17,4,0,4
2016-04-08 18:00:00,919.9961,11.7,4.7,4.1,18,4,0,4
2016-04-08 19:00:00,919.9961,10.2,6.1,4.6,19,4,0,4
2016-04-08 20:00:00,919.9961,9.6,6.2,4.1,20,4,0,4
2016-04-08 21:00:00,919.9961,9.0,5.3,4.6,21,4,0,4
2016-04-08 22:00:00,919.9961,8.2,5.3,4.1,22,4,0,4
2016-04-08 23:00:00,919.9961,7.9,5.0,3.6,23,4,0,4
2016-04-09 00:00:00,919.9961,7.6,5.6,3.6,0,5,1,4
2016-04-09 01:00:00,919.9961,7.9,6.0,4.1,1,5,1,4
2016-04-09 02:00:00,919.9961,8.2,6.3,5.1,2,5,1,4
2016-04-09 03:00:00,919.9961,8.0,7.0,5.7,3,5,1,4
2016-04-09 04:00:00,919.9961,8.0,7.0,6.2,4,5,1,4
2016-04-09 05:00:00,919.9961,8.1,7.1,6.2,5,5,1,4
2016-04-09 06:00:00,919.9961,6.9,6.5,6.2,6,5,1,4
2016-04-09 07:00:00,919.9961,6.5,5.8,3.1,7,5,1,4
2016-04-09 08:00:00,919.9961,7.2,6.1,3.6,8,5,1,4
2016-04-09 09:00:00,919.9961,7.7,5.9,4.1,9,5,1,4
2016-04-09 10:00:00,919.9961,8.4,3.1,4.6,10,5,1,4
2016-04-09 11:00:00,919.9961,9.7,1.7,3.6,11,5,1,4
2016-04-09 12:00:00,919.9961,9.8,1.7,2.1,12,5,1,4
2016-04-09 13:00:00,919.9961,11.0,1.4,2.6,13,5,1,4
2016-04-09 14:00:00,919.9961,10.0,4.2,4.1,14,5,1,4
2016-04-09 15:00:00,919.9961,10.0,3.1,5.7,15,5,1,4
2016-04-09 16:00:00,919.9961,9.9,3.0,6.2,16,5,1,4
2016-04-09 17:00:00,919.9961,9.0,3.6,5.7,17,5,1,4
2016-04-09 18:00:00,919.9961,6.5,4.4,4.1,18,5,1,4
2016-04-09 19:00:00,919.9961,6.0,3.3,3.6,19,5,1,4
2016-04-09 20:00:00,919.9961,5.3,2.6,2.1,20,5,1,4
2016-04-09 21:00:00,919.9961,5.5,2.7,2.6,21,5,1,4
2016-04-09 22:00:00,919.9961,5.3,2.9,3.1,22,5,1,4
2016-04-09 23:00:00,919.9961,4.2,2.5,2.1,23,5,1,4
2016-04-10 00:00:00,919.9961,3.0,1.8,1.0,0,6,1,4
2016-04-10 01:00:00,919.9961,2.7,1.7,1.5,1,6,1,4
2016-04-10 02:00:00,919.9961,2.2,0.9,0.5,2,6,1,4
2016-04-10 03:00:00,919.9961,2.2,1.1,1.5,3,6,1,4
2016-04-10 04:00:00,919.9961,1.4,0.3,2.1,4,6,1,4
2016-04-10 05:00:00,919.9961,2.1,0.9,1.0,5,6,1,4
2016-04-10 06:00:00,919.9961,2.1,0.5,1.5,6,6,1,4
2016-04-10 07:00:00,919.9961,5.3,3.4,3.1,7,6,1,4
2016-04-10 08:00:00,919.9961,8.1,3.5,5.7,8,6,1,4
2016-04-10 09:00:00,919.9961,9.6,0.2,6.7,9,6,1,4
2016-04-10 10:00:00,919.9961,10.9,0.8,7.2,10,6,1,4
2016-04-10 11:00:00,919.9961,11.8,1.9,6.7,11,6,1,4
2016-04-10 12:00:00,919.9961,12.3,1.2,7.2,12,6,1,4
2016-04-10 13:00:00,919.9961,11.9,1.7,7.7,13,6,1,4
2016-04-10 14:00:00,919.9961,12.9,-2.2,9.3,14,6,1,4
2016-04-10 15:00:00,919.9961,11.9,0.9,6.7,15,6,1,4
2016-04-10 16:00:00,919.9961,11.1,3.5,7.2,16,6,1,4
2016-04-10 17:00:00,919.9961,10.8,3.3,9.3,17,6,1,4
