timestamp,Modesto_kWh,Justin_kWh,Ileana_kWh,Estela_kWh,airTemperature,dewTemperature,windSpeed,seaLvlPressure,hour,day_of_week,is_weekend,month,week_of_year
2016-04-02 19:00:00,883.6754,653.6097,41.8131,378.7405,8.1,6.4,3.6,1009.7,19,5,1,4,13
2016-04-02 20:00:00,883.6754,653.6097,41.8131,378.7405,7.7,7.0,3.1,1009.4,20,5,1,4,13
2016-04-02 21:00:00,883.6754,653.6097,41.8131,378.7405,7.7,7.4,3.1,1008.3,21,5,1,4,13
2016-04-02 22:00:00,883.6754,653.6097,41.8131,378.7405,7.9,7.6,2.6,1007.6,22,5,1,4,13
2016-04-02 23:00:00,883.6754,653.6097,41.8131,378.7405,8.0,7.9,3.1,1007.0,23,5,1,4,13
2016-04-03 00:00:00,849.4132,605.3124,34.9066,335.3702,8.1,8.0,2.6,1006.8,0,6,1,4,13
2016-04-03 01:00:00,887.9465,597.2484,34.9066,327.3702,7.9,7.9,2.1,1006.3,1,6,1,4,13
2016-04-03 02:00:00,833.1030000000003,492.391,27.0,283.0,7.9,7.9,2.6,1005.7,2,6,1,4,13
2016-04-03 03:00:00,834.346,481.173,27.0,282.0,7.9,7.9,3.1,1005.8,3,6,1,4,13
2016-04-03 04:00:00,831.762,472.144,27.0,282.0,7.9,7.5,4.1,1006.0,4,6,1,4,13
2016-04-03 05:00:00,837.908,470.151,28.0,281.0,7.4,7.2,2.6,1006.3,5,6,1,4,13
2016-04-03 06:00:00,829.803,467.858,28.0,284.0,7.6,7.4,3.1,1006.8,6,6,1,4,13
2016-04-03 07:00:00,834.2610000000003,471.279,28.0,276.0,7.7,7.1,4.1,1007.4,7,6,1,4,13
2016-04-03 08:00:00,853.6060000000001,543.313,28.0,286.0,9.0,7.8,4.1,1007.3,8,6,1,4,13
2016-04-03 09:00:00,855.821,569.133,29.0,312.0,10.5,8.1,3.6,1007.2,9,6,1,4,13
2016-04-03 10:00:00,869.2139999999997,611.619,29.0,320.0,11.3,7.9,5.1,1007.4,10,6,1,4,13
2016-04-03 11:00:00,876.5210000000003,642.132,31.0,340.0,13.0,8.2,4.1,1007.0,11,6,1,4,13
2016-04-03 12:00:00,829.39,720.7230000000003,31.0,345.0,13.9,7.3,5.1,1006.3,12,6,1,4,13
2016-04-03 13:00:00,838.97,720.655,31.0,333.0,13.7,6.3,4.1,1005.8,13,6,1,4,13
2016-04-03 14:00:00,839.373,695.523,32.0,331.0,14.2,7.3,3.1,1005.1,14,6,1,4,13
2016-04-03 15:00:00,843.49,693.8689999999997,29.0,333.0,14.1,7.0,3.6,1004.6,15,6,1,4,13
2016-04-03 16:00:00,852.709,707.2460000000003,30.0,340.0,15.5,8.2,4.1,1003.6,16,6,1,4,13
2016-04-03 17:00:00,860.068,686.262,29.0,316.0,15.1,6.0,5.1,1003.1,17,6,1,4,13
2016-04-03 18:00:00,856.3380000000003,686.8639999999998,29.0,306.0,14.8,6.9,4.6,1002.1,18,6,1,4,13
2016-04-03 19:00:00,863.796,628.944,28.0,305.0,12.2,10.8,4.1,1002.7,19,6,1,4,13
2016-04-03 20:00:00,852.797,612.894,29.0,299.0,12.4,10.3,4.6,1003.1,20,6,1,4,13
2016-04-03 21:00:00,831.816,577.42,30.0,292.0,12.1,9.7,3.6,1002.9,21,6,1,4,13
2016-04-03 22:00:00,818.289,556.814,28.0,286.0,11.4,9.5,3.6,1002.7,22,6,1,4,13
2016-04-03 23:00:00,816.1260000000003,556.315,29.0,285.0,10.9,9.4,3.1,1002.5,23,6,1,4,13
2016-04-04 00:00:00,867.1745,574.4652,35.6961,325.5377,9.3,8.8,2.1,1002.3,0,0,0,4,14
2016-04-04 01:00:00,919.9961,593.4474,43.3922,373.0753,10.1,9.4,3.1,1002.5,1,0,0,4,14
2016-04-04 02:00:00,919.9961,593.4474,43.3922,373.0753,9.9,8.9,4.1,1002.3,2,0,0,4,14
2016-04-04 03:00:00,919.9961,593.4474,43.3922,373.0753,9.8,8.2,3.1,1002.0,3,0,0,4,14
2016-04-04 04:00:00,919.9961,593.4474,43.3922,373.0753,9.4,7.9,4.1,1001.7,4,0,0,4,14
2016-04-04 05:00:00,919.9961,593.4474,43.3922,373.0753,9.0,7.6,3.1,1001.3,5,0,0,4,14
2016-04-04 06:00:00,919.9961,593.4474,43.3922,373.0753,8.9,7.6,3.6,1001.7,6,0,0,4,14
2016-04-04 07:00:00,919.9961,593.4474,43.3922,373.0753,9.0,7.4,3.6,1002.0,7,0,0,4,14
2016-04-04 08:00:00,919.9961,593.4474,43.3922,373.0753,9.5,7.9,4.1,1002.4,8,0,0,4,14
2016-04-04 09:00:00,919.9961,593.4474,43.3922,373.0753,10.6,7.6,5.7,1002.6,9,0,0,4,14
2016-04-04 10:00:00,919.9961,593.4474,43.3922,373.0753,12.0,7.3,5.1,1002.4,10,0,0,4,14
2016-04-04 11:00:00,919.9961,593.4474,43.3922,373.0753,12.2,6.6,5.7,1002.0,11,0,0,4,14
2016-04-04 12:00:00,919.9961,593.4474,43.3922,373.0753,12.6,7.2,7.2,1002.1,12,0,0,4,14
2016-04-04 13:00:00,919.9961,593.4474,43.3922,373.0753,11.9,9.4,6.7,1002.0,13,0,0,4,14
2016-04-04 14:00:00,919.9961,593.4474,43.3922,373.0753,11.9,7.5,6.2,1002.0,14,0,0,4,14
2016-04-04 15:00:00,919.9961,593.4474,43.3922,373.0753,12.1,8.9,5.7,1001.8,15,0,0,4,14
2016-04-04 16:00:00,919.9961,593.4474,43.3922,373.0753,12.2,9.1,6.2,1001.7,16,0,0,4,14
2016-04-04 17:00:00,919.9961,593.4474,43.3922,373.0753,11.5,8.1,5.7,1001.7,17,0,0,4,14
2016-04-04 18:00:00,919.9961,593.4474,43.3922,373.0753,11.7,7.7,5.7,1002.0,18,0,0,4,14
2016-04-04 19:00:00,919.9961,593.4474,43.3922,373.0753,11.0,6.1,3.6,1002.8,19,0,0,4,14
2016-04-04 20:00:00,919.9961,593.4474,43.3922,373.0753,10.0,6.8,3.6,1003.3,20,0,0,4,14
2016-04-04 21:00:00,919.9961,593.4474,43.3922,373.0753,9.5,6.8,4.6,1003.5,21,0,0,4,14
2016-04-04 22:00:00,919.9961,593.4474,43.3922,373.0753,9.5,7.4,4.1,1003.9,22,0,0,4,14
2016-04-04 23:00:00,919.9961,593.4474,43.3922,373.0753,9.0,7.6,3.6,1004.2,23,0,0,4,14
2016-04-05 00:00:00,919.9961,593.4474,43.3922,373.0753,8.9,7.8,2.1,1004.4,0,1,0,4,14
2016-04-05 01:00:00,919.9961,593.4474,43.3922,373.0753,8.7,7.7,3.1,1004.3,1,1,0,4,14
2016-04-05 02:00:00,919.9961,593.4474,43.3922,373.0753,7.9,7.3,2.6,1004.2,2,1,0,4,14
2016-04-05 03:00:00,919.9961,593.4474,43.3922,373.0753,8.2,7.7,2.6,1004.3,3,1,0,4,14
